descArea,codRisco,idMtzRisco,descricao,a_sistema,gau_de_risco,bgcolor,fgcolor,ProcessoPri,programas,processoSec,programasSec
Compras,SODCC04,4,"O usuário pode criar e aprovar uma ordem de compra.",D,MEDIO,#FF8C00,#FFFF,"Aprovar Realização da Compra","cd1720a | oc0205","Alteração de Valor Títulos",bas_tit_ap_alteracao
Compras,SODCC04,4,"O usuário pode criar e aprovar uma ordem de compra.",D,MEDIO,#FF8C00,#FFFF,"Aprovar Realização da Compra","cd1720a | oc0205","Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto"
Compras,SODCC04,4,"O usuário pode criar e aprovar uma ordem de compra.",D,MEDIO,#FF8C00,#FFFF,"Aprovar Realização da Compra","cd1720a | oc0205","Cancelamento de Títulos",bas_tit_ap_estorno
Compras,SODCC04,4,"O usuário pode criar e aprovar uma ordem de compra.",D,MEDIO,#FF8C00,#FFFF,"Aprovar Realização da Compra","cd1720a | oc0205","Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Alterar perfis de acesso para o recebimento",re0101,"Aprovar Realização da Compra","cd1720a | oc0205"
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Aprovar alterações de perfil de acesso para o recebimento",re0101
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Receber o material comprado fisicamente","re2001 | re2005 | re2006"
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001"
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao"
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Registrar Adiantamento",bas_antecip_pef_pend
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Alterar perfis de acesso para o recebimento",re0101,"Integração Com O Contas a Pagar",re0404
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Alterar perfis de acesso para o recebimento",re0101,"Alteração de Valor Títulos",bas_tit_ap_alteracao
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Alterar perfis de acesso para o recebimento",re0101,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto"
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Alterar perfis de acesso para o recebimento",re0101,"Cancelamento de Títulos",bas_tit_ap_estorno
Compras,SODRE01,5,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o recebimento",re0101,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Relaciona beneficio ao funcionario",bs0520
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Aprovar Realização da Compra","cd1720a | oc0205"
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Alterar perfis de acesso para o recebimento",re0101
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Receber o material comprado fisicamente","re2001 | re2005 | re2006"
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001"
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Integração Com O Contas a Pagar",re0404
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao"
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Registrar Adiantamento",bas_antecip_pef_pend
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Alteração de Valor Títulos",bas_tit_ap_alteracao
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto"
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Cancelamento de Títulos",bas_tit_ap_estorno
Compras,SODRE02,6,"O usuário poderá crria e alterar perfis ficticios",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o recebimento",re0101,"Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,MEDIO,#FF8C00,#FFFF,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Aprovar Realização da Compra","cd1720a | oc0205"
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Alterar perfis de acesso para o recebimento",re0101
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Aprovar alterações de perfil de acesso para o recebimento",re0101
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001"
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,MEDIO,#FF8C00,#FFFF,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Integração Com O Contas a Pagar",re0404
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Registrar Título Manual","bas_antecip_pef_pend_pef | bas_lote_impl_tit_ap | bas_lote_impl_tit_ap_previsao"
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Registrar Adiantamento",bas_antecip_pef_pend
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,MEDIO,#FF8C00,#FFFF,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Alteração de Valor Títulos",bas_tit_ap_alteracao
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,MEDIO,#FF8C00,#FFFF,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Processo de Pagamento e Baixa de Títulos","bas_bord_ap | bas_bord_ap_confirmacao | bas_cheq_ap_confirmacao | bas_lote_pagto"
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,MEDIO,#FF8C00,#FFFF,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Cancelamento de Títulos",bas_tit_ap_estorno
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,ALTO,#ff0000,#000000,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Permissão para Inclusão/Alteração/Pagamento/Cancelamento",bas_usuar_financ_estab_apb
Compras,SODRE03,7,"Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e criar / alterar um documento / contagem de inventário para ocultar o engano ou limpar a contagem de inventário para ocultar o engano.",D,MEDIO,#FF8C00,#FFFF,"Receber o material comprado fisicamente","re2001 | re2005 | re2006","Manutenção Dados Mestre de Bancos","bas_banco | bas_cta_corren | bas_portador | bas_portad_bco | bas_portad_edi | bas_portad_finalid_econ | bas_talon_cheq"
Compras,SODRE04,8,"O usuário pode manter os recibos de mercadorias e as faturas para apropriar-se indevidamente de bens e / ou desencadear o pagamento inadequado ao fornecedor. Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e, em seguida, usar uma questão de mercadorias para ocultar o engano. O vendedor receberia o pagamento do recibo gravado em excesso.",D,MEDIO,#FF8C00,#FFFF,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001","Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Compras,SODRE04,8,"O usuário pode manter os recibos de mercadorias e as faturas para apropriar-se indevidamente de bens e / ou desencadear o pagamento inadequado ao fornecedor. Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e, em seguida, usar uma questão de mercadorias para ocultar o engano. O vendedor receberia o pagamento do recibo gravado em excesso.",D,BAIXO,#3a309c,#f9f9f9,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001","Cadastrar Fornecedor","bas_fornecedor_fin | bas_fornec_financ | bas_fornec_financ_fin | bas_pessoa_fisic | bas_pessoa_jurid | bas_tip_fornec | bas_tip_fornec_fin | cd0401"
Compras,SODRE04,8,"O usuário pode manter os recibos de mercadorias e as faturas para apropriar-se indevidamente de bens e / ou desencadear o pagamento inadequado ao fornecedor. Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e, em seguida, usar uma questão de mercadorias para ocultar o engano. O vendedor receberia o pagamento do recibo gravado em excesso.",D,ALTO,#ff0000,#000000,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001","Solicitar Compra","cc0117 | cc0301 | cc0309 | cc0325 | ce0340 | ce0341 | ce0346"
Compras,SODRE04,8,"O usuário pode manter os recibos de mercadorias e as faturas para apropriar-se indevidamente de bens e / ou desencadear o pagamento inadequado ao fornecedor. Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e, em seguida, usar uma questão de mercadorias para ocultar o engano. O vendedor receberia o pagamento do recibo gravado em excesso.",D,ALTO,#ff0000,#000000,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001","Realizar a Compra","cc0300 | cc0311 | cn0304 | oc0201 | oc0202 | oc0203 | oc0204"
Compras,SODRE04,8,"O usuário pode manter os recibos de mercadorias e as faturas para apropriar-se indevidamente de bens e / ou desencadear o pagamento inadequado ao fornecedor. Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e, em seguida, usar uma questão de mercadorias para ocultar o engano. O vendedor receberia o pagamento do recibo gravado em excesso.",D,MEDIO,#FF8C00,#FFFF,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001","Aprovar Realização da Compra","cd1720a | oc0205"
Compras,SODRE04,8,"O usuário pode manter os recibos de mercadorias e as faturas para apropriar-se indevidamente de bens e / ou desencadear o pagamento inadequado ao fornecedor. Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e, em seguida, usar uma questão de mercadorias para ocultar o engano. O vendedor receberia o pagamento do recibo gravado em excesso.",D,ALTO,#ff0000,#000000,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001","Alterar perfis de acesso para o recebimento",re0101
Compras,SODRE04,8,"O usuário pode manter os recibos de mercadorias e as faturas para apropriar-se indevidamente de bens e / ou desencadear o pagamento inadequado ao fornecedor. Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e, em seguida, usar uma questão de mercadorias para ocultar o engano. O vendedor receberia o pagamento do recibo gravado em excesso.",D,ALTO,#ff0000,#000000,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001","Aprovar alterações de perfil de acesso para o recebimento",re0101
Compras,SODRE04,8,"O usuário pode manter os recibos de mercadorias e as faturas para apropriar-se indevidamente de bens e / ou desencadear o pagamento inadequado ao fornecedor. Um usuário pode publicar ou alterar uma entrada de mercadorias fictícia ou incorreta e, em seguida, usar uma questão de mercadorias para ocultar o engano. O vendedor receberia o pagamento do recibo gravado em excesso.",D,ALTO,#ff0000,#000000,"Receber a nota fiscal","re0190 | re0402 | re1001 | re1005 | re2001","Receber o material comprado fisicamente","re2001 | re2005 | re2006"
